Column1,X,GDate,Value,Index,Province,Province_Name,Province_Code,GAS,Waves,COVID_Status,Year,Month,Day,Real_Value,Date,Days,Status
13938,1051,3/31/2020,849580087.7,Pressure_W1_COVID_2020,13_Kohgiluyeh,Kohgiluyeh,20_KB,Pressure,W1,1_COVID,2020,3,31,84958.00877,3/31/2020,18,0
13939,1052,4/1/2020,849985028,Pressure_W1_COVID_2020,13_Kohgiluyeh,Kohgiluyeh,20_KB,Pressure,W1,1_COVID,2020,4,1,84998.5028,4/1/2020,19,0
13940,1053,4/2/2020,848198222.9,Pressure_W1_COVID_2020,13_Kohgiluyeh,Kohgiluyeh,20_KB,Pressure,W1,1_COVID,2020,4,2,84819.82229,4/2/2020,20,0
13941,1054,4/3/2020,849379806.2,Pressure_W1_COVID_2020,13_Kohgiluyeh,Kohgiluyeh,20_KB,Pressure,W1,1_COVID,2020,4,3,84937.98062,4/3/2020,21,0
13942,1055,4/4/2020,851231740.2,Pressure_W1_COVID_2020,13_Kohgiluyeh,Kohgiluyeh,20_KB,Pressure,W1,1_COVID,2020,4,4,85123.17402,4/4/2020,22,0
13943,1056,4/5/2020,851963648.7,Pressure_W1_COVID_2020,13_Kohgiluyeh,Kohgiluyeh,20_KB,Pressure,W1,1_COVID,2020,4,5,85196.36487,4/5/2020,23,0
13944,1057,4/6/2020,851104497.9,Pressure_W1_COVID_2020,13_Kohgiluyeh,Kohgiluyeh,20_KB,Pressure,W1,1_COVID,2020,4,6,85110.44979,4/6/2020,24,0
13945,1058,4/7/2020,849693162.1,Pressure_W1_COVID_2020,13_Kohgiluyeh,Kohgiluyeh,20_KB,Pressure,W1,1_COVID,2020,4,7,84969.31621,4/7/2020,25,0
13946,1059,4/8/2020,848669801.7,Pressure_W1_COVID_2020,13_Kohgiluyeh,Kohgiluyeh,20_KB,Pressure,W1,1_COVID,2020,4,8,84866.98017,4/8/2020,26,0
13947,1060,4/9/2020,848311269.7,Pressure_W1_COVID_2020,13_Kohgiluyeh,Kohgiluyeh,20_KB,Pressure,W1,1_COVID,2020,4,9,84831.12697,4/9/2020,27,0
13948,1061,4/10/2020,846299105.2,Pressure_W1_COVID_2020,13_Kohgiluyeh,Kohgiluyeh,20_KB,Pressure,W1,1_COVID,2020,4,10,84629.91052,4/10/2020,28,0
13949,1062,4/11/2020,846046956,Pressure_W1_COVID_2020,13_Kohgiluyeh,Kohgiluyeh,20_KB,Pressure,W1,1_COVID,2020,4,11,84604.6956,4/11/2020,29,0
13950,1063,4/12/2020,848213924.5,Pressure_W1_COVID_2020,13_Kohgiluyeh,Kohgiluyeh,20_KB,Pressure,W1,1_COVID,2020,4,12,84821.39245,4/12/2020,30,0
13951,1064,4/13/2020,848199225.4,Pressure_W1_COVID_2020,13_Kohgiluyeh,Kohgiluyeh,20_KB,Pressure,W1,1_COVID,2020,4,13,84819.92254,4/13/2020,31,0
13952,1065,4/14/2020,848918072.4,Pressure_W1_COVID_2020,13_Kohgiluyeh,Kohgiluyeh,20_KB,Pressure,W1,1_COVID,2020,4,14,84891.80724,4/14/2020,32,0
13953,1066,4/15/2020,848985511.3,Pressure_W1_COVID_2020,13_Kohgiluyeh,Kohgiluyeh,20_KB,Pressure,W1,1_COVID,2020,4,15,84898.55113,4/15/2020,33,0
13954,1067,4/16/2020,846961516.8,Pressure_W1_COVID_2020,13_Kohgiluyeh,Kohgiluyeh,20_KB,Pressure,W1,1_COVID,2020,4,16,84696.15168,4/16/2020,34,0
13955,1068,4/17/2020,847180708.5,Pressure_W1_COVID_2020,13_Kohgiluyeh,Kohgiluyeh,20_KB,Pressure,W1,1_COVID,2020,4,17,84718.07085,4/17/2020,35,0
13956,1069,4/18/2020,847961798,Pressure_W1_COVID_2020,13_Kohgiluyeh,Kohgiluyeh,20_KB,Pressure,W1,1_COVID,2020,4,18,84796.1798,4/18/2020,36,0
13957,1070,4/19/2020,847883249.4,Pressure_W1_COVID_2020,13_Kohgiluyeh,Kohgiluyeh,20_KB,Pressure,W1,1_COVID,2020,4,19,84788.32494,4/19/2020,37,0
14019,62,3/14/2020,NA,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,3,14,,3/14/2020,1,0
14020,63,3/15/2020,321.7806667,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,3,15,0.032178067,3/15/2020,2,0
14021,64,3/16/2020,327.336,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,3,16,0.0327336,3/16/2020,3,0
14022,65,3/17/2020,301.863,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,3,17,0.0301863,3/17/2020,4,0
14023,66,3/18/2020,296.545,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,3,18,0.0296545,3/18/2020,5,0
14024,67,3/19/2020,326.411,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,3,19,0.0326411,3/19/2020,6,0
14025,68,3/20/2020,318.604,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,3,20,0.0318604,3/20/2020,7,0
14026,69,3/21/2020,333.703,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,3,21,0.0333703,3/21/2020,8,0
14027,70,3/22/2020,312.378,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,3,22,0.0312378,3/22/2020,9,0
14028,71,3/23/2020,344.587,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,3,23,0.0344587,3/23/2020,10,0
14029,72,3/24/2020,338.134,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,3,24,0.0338134,3/24/2020,11,0
14030,73,3/25/2020,332.465,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,3,25,0.0332465,3/25/2020,12,0
14031,74,3/26/2020,332.9,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,3,26,0.03329,3/26/2020,13,0
14032,75,3/27/2020,345.517,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,3,27,0.0345517,3/27/2020,14,0
14033,76,3/28/2020,354.4805,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,3,28,0.03544805,3/28/2020,15,0
14034,77,3/29/2020,330.664,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,3,29,0.0330664,3/29/2020,16,0
14035,78,3/30/2020,342.582,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,3,30,0.0342582,3/30/2020,17,0
14036,79,3/31/2020,324.0835,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,3,31,0.03240835,3/31/2020,18,0
14037,80,4/1/2020,349.786,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,4,1,0.0349786,4/1/2020,19,0
14038,81,4/2/2020,334.485,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,4,2,0.0334485,4/2/2020,20,0
14039,82,4/3/2020,317.3915,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,4,3,0.03173915,4/3/2020,21,0
14040,83,4/4/2020,343.611,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,4,4,0.0343611,4/4/2020,22,0
14041,84,4/5/2020,359.356,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,4,5,0.0359356,4/5/2020,23,0
14042,85,4/6/2020,363.708,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,4,6,0.0363708,4/6/2020,24,0
14043,86,4/7/2020,334.906,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,4,7,0.0334906,4/7/2020,25,0
14044,87,4/8/2020,311.287,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,4,8,0.0311287,4/8/2020,26,0
14045,88,4/9/2020,309.529,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,4,9,0.0309529,4/9/2020,27,0
14046,89,4/10/2020,328.1325,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,4,10,0.03281325,4/10/2020,28,0
14047,90,4/11/2020,290.3325,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,4,11,0.02903325,4/11/2020,29,0
14048,91,4/12/2020,351.341,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,4,12,0.0351341,4/12/2020,30,0
14049,92,4/13/2020,328.1235,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,4,13,0.03281235,4/13/2020,31,0
14050,93,4/14/2020,351.757,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,4,14,0.0351757,4/14/2020,32,0
14051,94,4/15/2020,350.685,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,4,15,0.0350685,4/15/2020,33,0
14052,95,4/16/2020,346.5655,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,4,16,0.03465655,4/16/2020,34,0
14053,96,4/17/2020,357.38,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,4,17,0.035738,4/17/2020,35,0
14054,97,4/18/2020,314.009,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,4,18,0.0314009,4/18/2020,36,0
14055,98,4/19/2020,354.019,CO1_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO1,W1,1_COVID,2020,4,19,0.0354019,4/19/2020,37,0
14117,160,3/14/2020,NA,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,3,14,,3/14/2020,1,0
14118,161,3/15/2020,13673834.58,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,3,15,1367.383458,3/15/2020,2,0
14119,162,3/16/2020,13080665.25,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,3,16,1308.066525,3/16/2020,3,0
14120,163,3/17/2020,13053582.58,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,3,17,1305.358258,3/17/2020,4,0
14121,164,3/18/2020,22429765.6,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,3,18,2242.97656,3/18/2020,5,0
14122,165,3/19/2020,10722582.51,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,3,19,1072.258251,3/19/2020,6,0
14123,166,3/20/2020,5996411.51,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,3,20,599.641151,3/20/2020,7,0
14124,167,3/21/2020,14530976.3,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,3,21,1453.09763,3/21/2020,8,0
14125,168,3/22/2020,11408795.91,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,3,22,1140.879591,3/22/2020,9,0
14126,169,3/23/2020,10711323.14,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,3,23,1071.132314,3/23/2020,10,0
14127,170,3/24/2020,9236848.681,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,3,24,923.6848681,3/24/2020,11,0
14128,171,3/25/2020,9511496.808,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,3,25,951.1496808,3/25/2020,12,0
14129,172,3/26/2020,15785156.18,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,3,26,1578.515618,3/26/2020,13,0
14130,173,3/27/2020,14107732.27,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,3,27,1410.773227,3/27/2020,14,0
14131,174,3/28/2020,22558849.32,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,3,28,2255.884932,3/28/2020,15,0
14132,175,3/29/2020,17724077.08,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,3,29,1772.407708,3/29/2020,16,0
14133,176,3/30/2020,8844881.607,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,3,30,884.4881607,3/30/2020,17,0
14134,177,3/31/2020,10095869.1,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,3,31,1009.58691,3/31/2020,18,0
14135,178,4/1/2020,14638235.22,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,4,1,1463.823522,4/1/2020,19,0
14136,179,4/2/2020,11203665.31,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,4,2,1120.366531,4/2/2020,20,0
14137,180,4/3/2020,10005677.02,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,4,3,1000.567702,4/3/2020,21,0
14138,181,4/4/2020,7813859.591,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,4,4,781.3859591,4/4/2020,22,0
14139,182,4/5/2020,5209028.778,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,4,5,520.9028778,4/5/2020,23,0
14140,183,4/6/2020,10192713.63,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,4,6,1019.271363,4/6/2020,24,0
14141,184,4/7/2020,17212391.12,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,4,7,1721.239112,4/7/2020,25,0
14142,185,4/8/2020,20531329.52,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,4,8,2053.132952,4/8/2020,26,0
14143,186,4/9/2020,19621887.39,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,4,9,1962.188739,4/9/2020,27,0
14144,187,4/10/2020,17592116.86,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,4,10,1759.211686,4/10/2020,28,0
14145,188,4/11/2020,7064883.475,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,4,11,706.4883475,4/11/2020,29,0
14146,189,4/12/2020,9062129.615,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,4,12,906.2129615,4/12/2020,30,0
14147,190,4/13/2020,7395211.729,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,4,13,739.5211729,4/13/2020,31,0
14148,191,4/14/2020,5187448.419,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,4,14,518.7448419,4/14/2020,32,0
14149,192,4/15/2020,7393666.922,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,4,15,739.3666922,4/15/2020,33,0
14150,193,4/16/2020,9061806.388,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,4,16,906.1806388,4/16/2020,34,0
14151,194,4/17/2020,8316429.618,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,4,17,831.6429618,4/17/2020,35,0
14152,195,4/18/2020,26079272.01,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,4,18,2607.927201,4/18/2020,36,0
14153,196,4/19/2020,20385448.51,CO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,CO2,W1,1_COVID,2020,4,19,2038.544851,4/19/2020,37,0
14215,258,3/14/2020,NA,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,3,14,,3/14/2020,1,0
14216,259,3/15/2020,0.61675,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,3,15,0.000061675,3/15/2020,2,0
14217,260,3/16/2020,0.698,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,3,16,0.0000698,3/16/2020,3,0
14218,261,3/17/2020,0.722,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,3,17,0.0000722,3/17/2020,4,0
14219,262,3/18/2020,0.591,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,3,18,0.0000591,3/18/2020,5,0
14220,263,3/19/2020,0.629,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,3,19,0.0000629,3/19/2020,6,0
14221,264,3/20/2020,0.6485,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,3,20,0.00006485,3/20/2020,7,0
14222,265,3/21/2020,0.647,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,3,21,0.0000647,3/21/2020,8,0
14223,266,3/22/2020,0.681,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,3,22,0.0000681,3/22/2020,9,0
14224,267,3/23/2020,0.676,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,3,23,0.0000676,3/23/2020,10,0
14225,268,3/24/2020,0.6395,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,3,24,0.00006395,3/24/2020,11,0
14226,269,3/25/2020,0.681,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,3,25,0.0000681,3/25/2020,12,0
14227,270,3/26/2020,0.4875,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,3,26,0.00004875,3/26/2020,13,0
14228,271,3/27/2020,0.618,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,3,27,0.0000618,3/27/2020,14,0
14229,272,3/28/2020,0.625,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,3,28,0.0000625,3/28/2020,15,0
14230,273,3/29/2020,0.633,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,3,29,0.0000633,3/29/2020,16,0
14231,274,3/30/2020,0.67,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,3,30,0.000067,3/30/2020,17,0
14232,275,3/31/2020,0.6055,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,3,31,0.00006055,3/31/2020,18,0
14233,276,4/1/2020,NA,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,4,1,,4/1/2020,19,0
14234,277,4/2/2020,0.719,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,4,2,0.0000719,4/2/2020,20,0
14235,278,4/3/2020,0.776,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,4,3,0.0000776,4/3/2020,21,0
14236,279,4/4/2020,1.036,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,4,4,0.0001036,4/4/2020,22,0
14237,280,4/5/2020,0.723,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,4,5,0.0000723,4/5/2020,23,0
14238,281,4/6/2020,0.646,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,4,6,0.0000646,4/6/2020,24,0
14239,282,4/7/2020,0.769,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,4,7,0.0000769,4/7/2020,25,0
14240,283,4/8/2020,0.659,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,4,8,0.0000659,4/8/2020,26,0
14241,284,4/9/2020,0.6325,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,4,9,0.00006325,4/9/2020,27,0
14242,285,4/10/2020,0.7545,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,4,10,0.00007545,4/10/2020,28,0
14243,286,4/11/2020,0.63,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,4,11,0.000063,4/11/2020,29,0
14244,287,4/12/2020,0.71,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,4,12,0.000071,4/12/2020,30,0
14245,288,4/13/2020,0.703,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,4,13,0.0000703,4/13/2020,31,0
14246,289,4/14/2020,0.739,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,4,14,0.0000739,4/14/2020,32,0
14247,290,4/15/2020,0.702,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,4,15,0.0000702,4/15/2020,33,0
14248,291,4/16/2020,0.729,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,4,16,0.0000729,4/16/2020,34,0
14249,292,4/17/2020,0.7155,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,4,17,0.00007155,4/17/2020,35,0
14250,293,4/18/2020,0.714,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,4,18,0.0000714,4/18/2020,36,0
14251,294,4/19/2020,0.695,NO2_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,NO2,W1,1_COVID,2020,4,19,0.0000695,4/19/2020,37,0
14313,356,3/14/2020,NA,O3_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,O3,W1,1_COVID,2020,3,14,,3/14/2020,1,0
14314,357,3/15/2020,1474.045,O3_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,O3,W1,1_COVID,2020,3,15,0.1474045,3/15/2020,2,0
14315,358,3/16/2020,1341.551,O3_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,O3,W1,1_COVID,2020,3,16,0.1341551,3/16/2020,3,0
14316,359,3/17/2020,1395.306,O3_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,O3,W1,1_COVID,2020,3,17,0.1395306,3/17/2020,4,0
14317,360,3/18/2020,1380.477,O3_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,O3,W1,1_COVID,2020,3,18,0.1380477,3/18/2020,5,0
14318,361,3/19/2020,1397.924,O3_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,O3,W1,1_COVID,2020,3,19,0.1397924,3/19/2020,6,0
14319,362,3/20/2020,1367.677,O3_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,O3,W1,1_COVID,2020,3,20,0.1367677,3/20/2020,7,0
14320,363,3/21/2020,1510.341,O3_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,O3,W1,1_COVID,2020,3,21,0.1510341,3/21/2020,8,0
14321,364,3/22/2020,1569.961,O3_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,O3,W1,1_COVID,2020,3,22,0.1569961,3/22/2020,9,0
14322,365,3/23/2020,1502.835,O3_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,O3,W1,1_COVID,2020,3,23,0.1502835,3/23/2020,10,0
14323,366,3/24/2020,1561.01,O3_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,O3,W1,1_COVID,2020,3,24,0.156101,3/24/2020,11,0
14324,367,3/25/2020,1607.9955,O3_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,O3,W1,1_COVID,2020,3,25,0.16079955,3/25/2020,12,0
14325,368,3/26/2020,1613.3235,O3_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,O3,W1,1_COVID,2020,3,26,0.16133235,3/26/2020,13,0
14326,369,3/27/2020,1505.086,O3_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,O3,W1,1_COVID,2020,3,27,0.1505086,3/27/2020,14,0
14327,370,3/28/2020,1397.437,O3_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,O3,W1,1_COVID,2020,3,28,0.1397437,3/28/2020,15,0
14328,371,3/29/2020,1389.943,O3_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,O3,W1,1_COVID,2020,3,29,0.1389943,3/29/2020,16,0
14329,372,3/30/2020,1329.689,O3_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,O3,W1,1_COVID,2020,3,30,0.1329689,3/30/2020,17,0
14330,373,3/31/2020,1323.3025,O3_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,O3,W1,1_COVID,2020,3,31,0.13233025,3/31/2020,18,0
14331,374,4/1/2020,1391.924,O3_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,O3,W1,1_COVID,2020,4,1,0.1391924,4/1/2020,19,0
14332,375,4/2/2020,1359.084,O3_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,O3,W1,1_COVID,2020,4,2,0.1359084,4/2/2020,20,0
14333,376,4/3/2020,1415.1,O3_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,O3,W1,1_COVID,2020,4,3,0.14151,4/3/2020,21,0
14334,377,4/4/2020,1408.191,O3_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,O3,W1,1_COVID,2020,4,4,0.1408191,4/4/2020,22,0
14335,378,4/5/2020,1418.52775,O3_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,O3,W1,1_COVID,2020,4,5,0.141852775,4/5/2020,23,0
14336,379,4/6/2020,1379.802,O3_W1_COVID_2020,14_Khuzestan,Khuzestan,19_KH,O3,W1,1_COVID,2020,4,6,0.1379802,4/6/2020,24,0
